year_month,machine_id,vsm,area,machine_type,failures_count,downtime_hrs,mtbf_hrs,mttr_hrs,availability_pct,downtime_cost_per_hr,monthly_downtime_cost,health_score,health_status
2025-04,AS-A6,Alpha,Assembly,Assembly Station,4,3.78,179.1,0.67,99.48,90.0,340.2,58.2,Monitor
2024-01,AS-A7,Alpha,Assembly,Assembly Station,3,3.15,247.0,0.77,99.58,90.0,283.5,63.7,Monitor
2024-02,AS-A7,Alpha,Assembly,Assembly Station,4,4.2,172.9,0.93,99.4,90.0,378.0,57.8,Monitor
2024-03,AS-A7,Alpha,Assembly,Assembly Station,3,2.55,247.2,0.93,99.66,90.0,229.5,63.8,Monitor
2024-04,AS-A7,Alpha,Assembly,Assembly Station,4,4.67,178.8,0.95,99.35,90.0,420.3,58.2,Monitor
2024-05,AS-A7,Alpha,Assembly,Assembly Station,3,2.7,247.1,0.86,99.64,90.0,243.0,63.8,Monitor
2024-06,AS-A7,Alpha,Assembly,Assembly Station,2,2.18,358.9,0.83,99.7,90.0,196.2,72.2,Healthy
2024-07,AS-A7,Alpha,Assembly,Assembly Station,3,4.11,246.6,0.8,99.45,90.0,369.9,63.7,Monitor
2024-08,AS-A7,Alpha,Assembly,Assembly Station,3,3.37,246.9,0.82,99.55,90.0,303.3,63.7,Monitor
2024-09,AS-A7,Alpha,Assembly,Assembly Station,3,3.22,238.9,1.0,99.55,90.0,289.8,63.2,Monitor
2024-10,AS-A7,Alpha,Assembly,Assembly Station,0,0.0,744.0,0.0,100.0,90.0,0.0,100.0,Healthy
2024-11,AS-A7,Alpha,Assembly,Assembly Station,2,2.02,359.0,0.88,99.72,90.0,181.8,72.2,Healthy
2024-12,AS-A7,Alpha,Assembly,Assembly Station,4,3.9,185.0,0.92,99.48,90.0,351.0,58.6,Monitor
2025-01,AS-A7,Alpha,Assembly,Assembly Station,4,4.28,184.9,0.88,99.42,90.0,385.2,58.6,Monitor
2025-02,AS-A7,Alpha,Assembly,Assembly Station,6,4.42,111.3,0.87,99.34,90.0,397.8,51.8,Monitor
2025-03,AS-A7,Alpha,Assembly,Assembly Station,5,6.66,147.5,0.89,99.1,90.0,599.4,55.1,Monitor
2025-04,AS-A7,Alpha,Assembly,Assembly Station,1,0.93,719.1,0.98,99.87,90.0,83.7,97.4,Healthy
2024-01,AS-A8,Alpha,Assembly,Assembly Station,2,2.02,371.0,0.8,99.73,90.0,181.8,73.0,Healthy
2024-02,AS-A8,Alpha,Assembly,Assembly Station,3,3.59,230.8,0.71,99.48,90.0,323.1,62.6,Monitor
2024-03,AS-A8,Alpha,Assembly,Assembly Station,2,1.46,371.3,0.64,99.8,90.0,131.4,73.1,Healthy
2024-04,AS-A8,Alpha,Assembly,Assembly Station,6,5.48,119.1,0.78,99.24,90.0,493.2,52.3,Monitor
2024-05,AS-A8,Alpha,Assembly,Assembly Station,3,2.14,247.3,0.94,99.71,90.0,192.6,63.8,Monitor
2024-06,AS-A8,Alpha,Assembly,Assembly Station,1,0.91,719.1,0.65,99.87,90.0,81.9,97.4,Healthy
2024-07,AS-A8,Alpha,Assembly,Assembly Station,1,1.0,743.0,0.61,99.87,90.0,90.0,99.0,Healthy
2024-08,AS-A8,Alpha,Assembly,Assembly Station,5,5.55,147.7,0.88,99.25,90.0,499.5,55.2,Monitor
2024-09,AS-A8,Alpha,Assembly,Assembly Station,1,0.83,719.2,0.53,99.88,90.0,74.7,97.4,Healthy
2024-10,AS-A8,Alpha,Assembly,Assembly Station,5,4.99,147.8,0.7,99.33,90.0,449.1,55.2,Monitor
2024-11,AS-A8,Alpha,Assembly,Assembly Station,3,2.62,239.1,0.69,99.64,90.0,235.8,63.2,Monitor
2024-12,AS-A8,Alpha,Assembly,Assembly Station,4,4.84,184.8,0.86,99.35,90.0,435.6,58.6,Monitor
2025-01,AS-A8,Alpha,Assembly,Assembly Station,5,5.23,147.8,0.85,99.3,90.0,470.7,55.2,Monitor
2025-02,AS-A8,Alpha,Assembly,Assembly Station,0,0.0,672.0,0.0,100.0,90.0,0.0,95.2,Healthy
2025-03,AS-A8,Alpha,Assembly,Assembly Station,2,1.61,371.2,0.94,99.78,90.0,144.9,73.1,Healthy
2025-04,AS-A8,Alpha,Assembly,Assembly Station,2,2.15,358.9,0.8,99.7,90.0,193.5,72.2,Healthy
2024-01,CNC-B1,Beta,Machining,CNC,4,14.37,182.4,2.42,98.07,190.0,2730.3,58.0,Monitor
2024-02,CNC-B1,Beta,Machining,CNC,4,14.32,170.4,3.04,97.94,190.0,2720.8,57.2,Monitor
2024-03,CNC-B1,Beta,Machining,CNC,5,14.91,145.8,3.12,98.0,190.0,2832.9,54.7,Monitor
2024-04,CNC-B1,Beta,Machining,CNC,1,1.46,718.5,1.66,99.8,190.0,277.4,97.3,Healthy
2024-05,CNC-B1,Beta,Machining,CNC,5,18.3,145.1,2.84,97.54,190.0,3477.0,54.5,Monitor
2024-06,CNC-B1,Beta,Machining,CNC,4,15.36,176.2,2.74,97.87,190.0,2918.4,57.6,Monitor
2024-07,CNC-B1,Beta,Machining,CNC,7,17.81,103.7,3.05,97.61,190.0,3383.9,49.9,Monitor
2024-08,CNC-B1,Beta,Machining,CNC,6,18.57,120.9,3.12,97.5,190.0,3528.3,51.9,Monitor
2024-09,CNC-B1,Beta,Machining,CNC,5,16.74,140.7,2.33,97.67,190.0,3180.6,54.2,Monitor
2024-10,CNC-B1,Beta,Machining,CNC,5,16.83,145.4,2.5,97.74,190.0,3197.7,54.5,Monitor
2024-11,CNC-B1,Beta,Machining,CNC,9,27.55,76.9,2.46,96.17,190.0,5234.5,45.8,Monitor
2024-12,CNC-B1,Beta,Machining,CNC,6,21.99,120.3,2.31,97.04,190.0,4178.1,51.7,Monitor
2025-01,CNC-B1,Beta,Machining,CNC,5,14.63,145.9,2.86,98.03,190.0,2779.7,54.7,Monitor
2025-02,CNC-B1,Beta,Machining,CNC,4,12.13,165.0,2.49,98.19,190.0,2304.7,56.9,Monitor
2025-03,CNC-B1,Beta,Machining,CNC,5,18.62,145.1,2.57,97.5,190.0,3537.8,54.5,Monitor
2025-04,CNC-B1,Beta,Machining,CNC,3,10.45,236.5,3.31,98.55,190.0,1985.5,62.7,Monitor
2024-01,CNC-B2,Beta,Machining,CNC,5,21.22,144.6,3.17,97.15,190.0,4031.8,54.3,Monitor
2024-02,CNC-B2,Beta,Machining,CNC,5,21.38,134.9,2.54,96.93,190.0,4062.2,53.6,Monitor
2024-03,CNC-B2,Beta,Machining,CNC,6,19.63,120.7,3.51,97.36,190.0,3729.7,51.9,Monitor
2024-04,CNC-B2,Beta,Machining,CNC,6,23.37,116.1,3.5,96.75,190.0,4440.3,51.4,Monitor
2024-05,CNC-B2,Beta,Machining,CNC,6,23.83,120.0,2.98,96.8,190.0,4527.7,51.6,Monitor
2024-06,CNC-B2,Beta,Machining,CNC,7,21.57,99.8,3.26,97.0,190.0,4098.3,49.4,Monitor
2024-07,CNC-B2,Beta,Machining,CNC,6,20.8,120.5,3.12,97.2,190.0,3952.0,51.8,Monitor
2024-08,CNC-B2,Beta,Machining,CNC,6,21.66,120.4,3.14,97.09,190.0,4115.4,51.8,Monitor
2024-09,CNC-B2,Beta,Machining,CNC,4,15.19,176.2,3.62,97.89,190.0,2886.1,57.6,Monitor
2024-10,CNC-B2,Beta,Machining,CNC,7,25.34,102.7,3.45,96.59,190.0,4814.6,49.5,Monitor
2024-11,CNC-B2,Beta,Machining,CNC,3,10.37,236.5,2.46,98.56,190.0,1970.3,62.7,Monitor
2024-12,CNC-B2,Beta,Machining,CNC,4,18.66,181.3,3.24,97.49,190.0,3545.4,57.8,Monitor
2025-01,CNC-B2,Beta,Machining,CNC,1,3.26,740.7,3.36,99.56,190.0,619.4,98.7,Healthy
2025-02,CNC-B2,Beta,Machining,CNC,1,3.91,668.1,3.83,99.42,190.0,742.9,93.8,Healthy
2025-03,CNC-B2,Beta,Machining,CNC,4,15.83,182.0,2.55,97.87,190.0,3007.7,58.0,Monitor
2025-04,CNC-B2,Beta,Machining,CNC,5,20.01,140.0,3.18,97.22,190.0,3801.9,54.0,Monitor
2024-01,CNC-B3,Beta,Machining,CNC,4,20.45,180.9,3.85,97.25,190.0,3885.5,57.7,Monitor
2024-02,CNC-B3,Beta,Machining,CNC,3,12.84,227.7,3.52,98.16,190.0,2439.6,62.0,Monitor
2024-03,CNC-B3,Beta,Machining,CNC,5,23.61,144.1,3.81,96.83,190.0,4485.9,54.2,Monitor
2024-04,CNC-B3,Beta,Machining,CNC,5,23.24,139.4,3.51,96.77,190.0,4415.6,53.9,Monitor
2024-05,CNC-B3,Beta,Machining,CNC,7,30.18,102.0,3.89,95.94,190.0,5734.2,49.3,Monitor
2024-06,CNC-B3,Beta,Machining,CNC,5,22.38,139.5,3.72,96.89,190.0,4252.2,53.9,Monitor
2024-07,CNC-B3,Beta,Machining,CNC,6,27.81,119.4,3.77,96.26,190.0,5283.9,51.4,Monitor
2024-08,CNC-B3,Beta,Machining,CNC,3,12.36,243.9,3.67,98.34,190.0,2348.4,63.2,Monitor
2024-09,CNC-B3,Beta,Machining,CNC,5,25.05,139.0,3.85,96.52,190.0,4759.5,53.8,Monitor
2024-10,CNC-B3,Beta,Machining,CNC,6,29.98,119.0,3.27,95.97,190.0,5696.2,51.3,Monitor
2024-11,CNC-B3,Beta,Machining,CNC,3,9.17,236.9,3.73,98.73,190.0,1742.3,62.8,Monitor
2024-12,CNC-B3,Beta,Machining,CNC,6,23.18,120.1,3.57,96.88,190.0,4404.2,51.7,Monitor
2025-01,CNC-B3,Beta,Machining,CNC,5,19.66,144.9,3.26,97.36,190.0,3735.4,54.4,Monitor
2025-02,CNC-B3,Beta,Machining,CNC,5,23.85,129.6,4.23,96.45,190.0,4531.5,53.1,Monitor
2025-03,CNC-B3,Beta,Machining,CNC,6,30.36,118.9,3.97,95.92,190.0,5768.4,51.3,Monitor
2025-04,CNC-B3,Beta,Machining,CNC,4,20.73,174.8,3.56,97.12,190.0,3938.7,57.2,Monitor
2024-01,LT-B1,Beta,Machining,Lathe,6,39.64,117.4,6.8,94.67,200.0,7928.0,50.8,Monitor
2024-02,LT-B1,Beta,Machining,Lathe,9,59.25,70.8,5.64,91.49,200.0,11850.0,44.0,Monitor
2024-03,LT-B1,Beta,Machining,Lathe,17,129.61,36.1,6.2,82.58,200.0,25922.0,31.7,Critical
2024-04,LT-B1,Beta,Machining,Lathe,11,87.23,57.5,6.28,87.88,200.0,17446.0,40.2,Monitor
2024-05,LT-B1,Beta,Machining,Lathe,15,126.74,41.2,5.9,82.97,200.0,25348.0,34.0,Critical
2024-06,LT-B1,Beta,Machining,Lathe,9,73.24,71.9,6.63,89.83,200.0,14648.0,43.6,Monitor
2024-07,LT-B1,Beta,Machining,Lathe,11,89.28,59.5,6.41,88.0,200.0,17856.0,40.4,Monitor
2024-08,LT-B1,Beta,Machining,Lathe,13,101.66,49.4,6.32,86.34,200.0,20332.0,37.4,Critical
2024-09,LT-B1,Beta,Machining,Lathe,14,106.0,43.9,6.56,85.28,200.0,21200.0,35.8,Critical
2024-10,LT-B1,Beta,Machining,Lathe,13,93.97,50.0,6.09,87.37,200.0,18794.0,37.8,Critical
2024-11,LT-B1,Beta,Machining,Lathe,10,77.7,64.2,5.67,89.21,200.0,15540.0,42.0,Monitor
2024-12,LT-B1,Beta,Machining,Lathe,16,108.35,39.7,6.18,85.44,200.0,21670.0,33.8,Critical
2025-01,LT-B1,Beta,Machining,Lathe,9,67.48,75.2,6.43,90.93,200.0,13496.0,44.2,Monitor
2025-02,LT-B1,Beta,Machining,Lathe,15,120.16,36.8,7.21,82.12,200.0,24032.0,33.5,Critical
2025-03,LT-B1,Beta,Machining,Lathe,12,96.53,54.0,6.11,87.03,200.0,19306.0,38.8,Critical
2025-04,LT-B1,Beta,Machining,Lathe,12,87.0,52.8,6.2,87.92,200.0,17400.0,39.0,Critical
2024-01,PB-B1,Beta,Painting,Paint Booth,7,26.29,102.5,2.95,96.47,170.0,4469.3,49.5,Monitor
2024-02,PB-B1,Beta,Painting,Paint Booth,2,6.99,344.5,2.95,99.0,170.0,1188.3,71.0,Healthy
2024-03,PB-B1,Beta,Painting,Paint Booth,12,46.67,58.1,2.98,93.73,170.0,7933.9,41.1,Monitor
2024-04,PB-B1,Beta,Painting,Paint Booth,5,15.32,140.9,3.21,97.87,170.0,2604.4,54.3,Monitor
2024-05,PB-B1,Beta,Painting,Paint Booth,6,20.46,120.6,3.02,97.25,170.0,3478.2,51.8,Monitor
2024-06,PB-B1,Beta,Painting,Paint Booth,4,15.22,176.2,2.77,97.89,170.0,2587.4,57.6,Monitor
2024-07,PB-B1,Beta,Painting,Paint Booth,3,11.73,244.1,2.46,98.42,170.0,1994.1,63.2,Monitor
2024-08,PB-B1,Beta,Painting,Paint Booth,2,7.53,368.2,2.92,98.99,170.0,1280.1,72.6,Healthy
2024-09,PB-B1,Beta,Painting,Paint Booth,8,26.21,86.7,3.16,96.36,170.0,4455.7,47.5,Monitor
2024-10,PB-B1,Beta,Painting,Paint Booth,4,16.49,181.9,2.79,97.78,170.0,2803.3,57.9,Monitor
2024-11,PB-B1,Beta,Painting,Paint Booth,11,38.64,61.9,3.11,94.63,170.0,6568.8,42.5,Monitor
2024-12,PB-B1,Beta,Painting,Paint Booth,8,28.12,89.5,2.83,96.22,170.0,4780.4,47.6,Monitor
2025-01,PB-B1,Beta,Painting,Paint Booth,4,12.72,182.8,2.53,98.29,170.0,2162.4,58.1,Monitor
2025-02,PB-B1,Beta,Painting,Paint Booth,6,22.3,108.3,3.68,96.68,170.0,3791.0,50.8,Monitor
2025-03,PB-B1,Beta,Painting,Paint Booth,2,6.16,368.9,3.29,99.17,170.0,1047.2,72.7,Healthy
2025-04,PB-B1,Beta,Painting,Paint Booth,5,15.94,140.8,2.8,97.79,170.0,2709.8,54.3,Monitor
2024-01,CF-B1,Beta,Painting,Curing Furnace,5,31.29,142.5,5.1,95.79,240.0,7509.6,53.8,Monitor
2024-02,CF-B1,Beta,Painting,Curing Furnace,8,55.69,80.0,5.62,92.0,240.0,13365.6,45.7,Monitor
2024-03,CF-B1,Beta,Painting,Curing Furnace,7,48.08,99.4,5.67,93.54,240.0,11539.2,48.4,Monitor
2024-04,CF-B1,Beta,Painting,Curing Furnace,5,31.35,137.7,4.56,95.65,240.0,7524.0,53.4,Monitor
2024-05,CF-B1,Beta,Painting,Curing Furnace,2,14.88,364.6,4.56,98.0,240.0,3571.2,72.1,Healthy
2024-06,CF-B1,Beta,Painting,Curing Furnace,5,37.36,136.5,4.78,94.81,240.0,8966.4,53.1,Monitor
2024-07,CF-B1,Beta,Painting,Curing Furnace,3,20.61,241.1,5.09,97.23,240.0,4946.4,62.6,Monitor
2024-08,CF-B1,Beta,Painting,Curing Furnace,3,20.9,241.0,7.68,97.19,240.0,5016.0,62.6,Monitor
2024-09,CF-B1,Beta,Painting,Curing Furnace,2,14.24,352.9,4.54,98.02,240.0,3417.6,71.3,Healthy
2024-10,CF-B1,Beta,Painting,Curing Furnace,8,48.04,87.0,5.52,93.54,240.0,11529.6,46.6,Monitor
2024-11,CF-B1,Beta,Painting,Curing Furnace,4,27.47,173.1,5.92,96.18,240.0,6592.8,56.9,Monitor
2024-12,CF-B1,Beta,Painting,Curing Furnace,10,71.04,67.3,5.73,90.45,240.0,17049.6,42.6,Monitor
2025-01,CF-B1,Beta,Painting,Curing Furnace,7,48.89,99.3,5.56,93.43,240.0,11733.6,48.3,Monitor
2025-02,CF-B1,Beta,Painting,Curing Furnace,8,60.73,76.4,5.03,90.96,240.0,14575.2,45.1,Monitor
2025-03,CF-B1,Beta,Painting,Curing Furnace,7,51.28,99.0,5.11,93.11,240.0,12307.2,48.2,Monitor
2025-04,CF-B1,Beta,Painting,Curing Furnace,9,63.44,73.0,5.76,91.19,240.0,15225.6,44.1,Monitor
2024-01,AS-B1,Beta,Assembly,Assembly Station,2,3.61,370.2,1.31,99.51,85.0,306.85,72.9,Healthy
2024-02,AS-B1,Beta,Assembly,Assembly Station,4,5.0,172.8,1.11,99.28,85.0,425.0,57.8,Monitor
2024-03,AS-B1,Beta,Assembly,Assembly Station,5,6.43,147.5,1.08,99.14,85.0,546.55,55.1,Monitor
2024-04,AS-B1,Beta,Assembly,Assembly Station,4,6.14,178.5,1.06,99.15,85.0,521.9,58.1,Monitor
2024-05,AS-B1,Beta,Assembly,Assembly Station,4,5.08,184.7,1.29,99.32,85.0,431.8,58.6,Monitor
2024-06,AS-B1,Beta,Assembly,Assembly Station,5,6.29,142.7,1.34,99.13,85.0,534.65,54.8,Monitor
2024-07,AS-B1,Beta,Assembly,Assembly Station,1,1.15,742.9,1.87,99.85,85.0,97.75,99.0,Healthy
2024-08,AS-B1,Beta,Assembly,Assembly Station,7,9.24,105.0,1.35,98.76,85.0,785.4,50.3,Monitor
2024-09,AS-B1,Beta,Assembly,Assembly Station,2,2.97,358.5,1.17,99.59,85.0,252.45,72.2,Healthy
2024-10,AS-B1,Beta,Assembly,Assembly Station,6,8.31,122.6,1.3,98.88,85.0,706.35,52.4,Monitor
2024-11,AS-B1,Beta,Assembly,Assembly Station,1,1.41,718.6,1.29,99.8,85.0,119.85,97.3,Healthy
2024-12,AS-B1,Beta,Assembly,Assembly Station,5,7.5,147.3,1.15,98.99,85.0,637.5,55.1,Monitor
2025-01,AS-B1,Beta,Assembly,Assembly Station,5,6.61,147.5,1.4,99.11,85.0,561.85,55.1,Monitor
2025-02,AS-B1,Beta,Assembly,Assembly Station,3,3.74,222.8,1.39,99.44,85.0,317.9,62.1,Monitor
2025-03,AS-B1,Beta,Assembly,Assembly Station,7,10.65,104.8,1.2,98.57,85.0,905.25,50.3,Monitor
2025-04,AS-B1,Beta,Assembly,Assembly Station,4,5.13,178.7,1.12,99.29,85.0,436.05,58.2,Monitor
2024-01,AS-B2,Beta,Assembly,Assembly Station,2,2.94,370.5,1.31,99.6,85.0,249.9,73.0,Healthy
2024-02,AS-B2,Beta,Assembly,Assembly Station,9,14.02,75.8,1.36,97.99,85.0,1191.7,46.3,Monitor
2024-03,AS-B2,Beta,Assembly,Assembly Station,5,10.01,146.8,1.19,98.65,85.0,850.85,54.9,Monitor
2024-04,AS-B2,Beta,Assembly,Assembly Station,8,13.41,88.3,1.49,98.14,85.0,1139.85,48.1,Monitor
2024-05,AS-B2,Beta,Assembly,Assembly Station,3,4.79,246.4,1.45,99.36,85.0,407.15,63.6,Monitor
2024-06,AS-B2,Beta,Assembly,Assembly Station,1,2.16,717.8,1.14,99.7,85.0,183.6,97.2,Healthy
2024-07,AS-B2,Beta,Assembly,Assembly Station,1,1.22,742.8,1.3,99.84,85.0,103.7,99.0,Healthy
2024-08,AS-B2,Beta,Assembly,Assembly Station,6,9.26,122.5,1.53,98.76,85.0,787.1,52.4,Monitor
2024-09,AS-B2,Beta,Assembly,Assembly Station,6,10.03,118.3,1.26,98.61,85.0,852.55,52.1,Monitor
2024-10,AS-B2,Beta,Assembly,Assembly Station,7,11.15,104.7,1.21,98.5,85.0,947.75,50.2,Monitor
2024-11,AS-B2,Beta,Assembly,Assembly Station,3,5.02,238.3,1.5,99.3,85.0,426.7,63.1,Monitor
2024-12,AS-B2,Beta,Assembly,Assembly Station,5,6.63,147.5,1.4,99.11,85.0,563.55,55.1,Monitor
2025-01,AS-B2,Beta,Assembly,Assembly Station,4,7.73,184.1,1.3,98.96,85.0,657.05,58.4,Monitor
2025-02,AS-B2,Beta,Assembly,Assembly Station,4,5.72,166.6,1.26,99.15,85.0,486.2,57.3,Monitor
2025-03,AS-B2,Beta,Assembly,Assembly Station,7,11.28,104.7,1.19,98.48,85.0,958.8,50.2,Monitor
2025-04,AS-B2,Beta,Assembly,Assembly Station,8,12.9,88.4,1.34,98.21,85.0,1096.5,48.1,Monitor
2024-01,AS-B3,Beta,Assembly,Assembly Station,4,8.26,183.9,1.22,98.89,85.0,702.1,58.4,Monitor
2024-02,AS-B3,Beta,Assembly,Assembly Station,6,11.35,114.1,1.41,98.37,85.0,964.75,51.7,Monitor
2024-03,AS-B3,Beta,Assembly,Assembly Station,9,15.03,81.0,1.36,97.98,85.0,1277.55,46.7,Monitor
2024-04,AS-B3,Beta,Assembly,Assembly Station,6,11.68,118.1,1.57,98.38,85.0,992.8,52.0,Monitor
2024-05,AS-B3,Beta,Assembly,Assembly Station,8,15.57,91.1,1.59,97.91,85.0,1323.45,48.2,Monitor
2024-06,AS-B3,Beta,Assembly,Assembly Station,11,20.14,63.6,1.34,97.2,85.0,1711.9,43.4,Monitor
2024-07,AS-B3,Beta,Assembly,Assembly Station,11,19.42,65.9,1.4,97.39,85.0,1650.7,43.6,Monitor
2024-08,AS-B3,Beta,Assembly,Assembly Station,5,6.7,147.5,1.54,99.1,85.0,569.5,55.1,Monitor
2024-09,AS-B3,Beta,Assembly,Assembly Station,5,7.8,142.4,1.54,98.92,85.0,663.0,54.7,Monitor
2024-10,AS-B3,Beta,Assembly,Assembly Station,7,13.42,104.4,1.34,98.2,85.0,1140.7,50.1,Monitor
2024-11,AS-B3,Beta,Assembly,Assembly Station,6,9.95,118.3,1.52,98.62,85.0,845.75,52.1,Monitor
2024-12,AS-B3,Beta,Assembly,Assembly Station,5,8.56,147.1,1.78,98.85,85.0,727.6,55.0,Monitor
2025-01,AS-B3,Beta,Assembly,Assembly Station,5,9.85,146.8,1.29,98.68,85.0,837.25,54.9,Monitor
2025-02,AS-B3,Beta,Assembly,Assembly Station,5,8.52,132.7,1.34,98.73,85.0,724.2,54.0,Monitor
2025-03,AS-B3,Beta,Assembly,Assembly Station,9,17.4,80.7,1.67,97.66,85.0,1479.0,46.5,Monitor
2025-04,AS-B3,Beta,Assembly,Assembly Station,6,11.35,118.1,1.43,98.42,85.0,964.75,52.0,Monitor
2024-01,AS-B4,Beta,Assembly,Assembly Station,7,11.78,104.6,1.4,98.42,85.0,1001.3,50.2,Monitor
2024-02,AS-B4,Beta,Assembly,Assembly Station,1,2.03,694.0,1.12,99.71,85.0,172.55,95.6,Healthy
2024-03,AS-B4,Beta,Assembly,Assembly Station,6,9.74,122.4,1.39,98.69,85.0,827.9,52.4,Monitor
2024-04,AS-B4,Beta,Assembly,Assembly Station,4,7.87,178.0,1.23,98.91,85.0,668.95,58.0,Monitor
2024-05,AS-B4,Beta,Assembly,Assembly Station,5,8.32,147.1,1.33,98.88,85.0,707.2,55.0,Monitor
2024-06,AS-B4,Beta,Assembly,Assembly Station,3,6.09,238.0,1.29,99.15,85.0,517.65,63.0,Monitor
2024-07,AS-B4,Beta,Assembly,Assembly Station,6,7.44,122.8,1.3,99.0,85.0,632.4,52.5,Monitor
2024-08,AS-B4,Beta,Assembly,Assembly Station,5,8.97,147.0,1.18,98.79,85.0,762.45,55.0,Monitor
2024-09,AS-B4,Beta,Assembly,Assembly Station,5,7.87,142.4,1.25,98.91,85.0,668.95,54.7,Monitor
2024-10,AS-B4,Beta,Assembly,Assembly Station,5,7.68,147.3,1.52,98.97,85.0,652.8,55.0,Monitor
2024-11,AS-B4,Beta,Assembly,Assembly Station,9,15.32,78.3,1.39,97.87,85.0,1302.2,46.4,Monitor
2024-12,AS-B4,Beta,Assembly,Assembly Station,8,13.42,91.3,1.37,98.2,85.0,1140.7,48.3,Monitor
2025-01,AS-B4,Beta,Assembly,Assembly Station,4,6.56,184.4,1.65,99.12,85.0,557.6,58.5,Monitor
2025-02,AS-B4,Beta,Assembly,Assembly Station,2,3.06,334.5,1.26,99.54,85.0,260.1,70.5,Healthy
2025-03,AS-B4,Beta,Assembly,Assembly Station,4,7.02,184.2,1.42,99.06,85.0,596.7,58.5,Monitor
2025-04,AS-B4,Beta,Assembly,Assembly Station,5,7.04,142.6,1.55,99.02,85.0,598.4,54.7,Monitor
2024-01,AS-B5,Beta,Assembly,Assembly Station,6,8.35,122.6,1.05,98.88,85.0,709.75,52.4,Monitor
2024-02,AS-B5,Beta,Assembly,Assembly Station,6,7.72,114.7,1.17,98.89,85.0,656.2,51.9,Monitor
2024-03,AS-B5,Beta,Assembly,Assembly Station,5,7.73,147.3,1.03,98.96,85.0,657.05,55.0,Monitor
2024-04,AS-B5,Beta,Assembly,Assembly Station,0,0.0,720.0,0.0,100.0,85.0,0.0,98.4,Healthy
2024-05,AS-B5,Beta,Assembly,Assembly Station,6,8.51,122.6,0.99,98.86,85.0,723.35,52.4,Monitor
2024-06,AS-B5,Beta,Assembly,Assembly Station,5,8.05,142.4,1.08,98.88,85.0,684.25,54.7,Monitor
2024-07,AS-B5,Beta,Assembly,Assembly Station,6,7.13,122.8,1.16,99.04,85.0,606.05,52.5,Monitor
2024-08,AS-B5,Beta,Assembly,Assembly Station,8,9.66,91.8,1.24,98.7,85.0,821.1,48.5,Monitor
2024-09,AS-B5,Beta,Assembly,Assembly Station,4,6.46,178.4,1.02,99.1,85.0,549.1,58.1,Monitor
2024-10,AS-B5,Beta,Assembly,Assembly Station,7,10.52,104.8,1.09,98.59,85.0,894.2,50.3,Monitor
2024-11,AS-B5,Beta,Assembly,Assembly Station,9,11.61,78.7,1.02,98.39,85.0,986.85,46.6,Monitor
2024-12,AS-B5,Beta,Assembly,Assembly Station,8,10.29,91.7,1.0,98.62,85.0,874.65,48.5,Monitor
2025-01,AS-B5,Beta,Assembly,Assembly Station,3,3.77,246.7,0.88,99.49,85.0,320.45,63.7,Monitor
2025-02,AS-B5,Beta,Assembly,Assembly Station,6,8.18,110.6,1.03,98.78,85.0,695.3,51.6,Monitor
2025-03,AS-B5,Beta,Assembly,Assembly Station,3,3.3,246.9,1.08,99.56,85.0,280.5,63.7,Monitor
2025-04,AS-B5,Beta,Assembly,Assembly Station,3,4.15,238.6,1.18,99.42,85.0,352.75,63.1,Monitor
2024-01,CNC-G1,Gamma,Machining,CNC,1,1.19,742.8,1.21,99.84,195.0,232.05,99.0,Healthy
2024-02,CNC-G1,Gamma,Machining,CNC,1,1.65,694.4,1.51,99.76,195.0,321.75,95.7,Healthy
2024-03,CNC-G1,Gamma,Machining,CNC,1,1.35,742.6,1.81,99.82,195.0,263.25,98.9,Healthy
2024-04,CNC-G1,Gamma,Machining,CNC,4,6.75,178.3,1.62,99.06,195.0,1316.25,58.1,Monitor
2024-05,CNC-G1,Gamma,Machining,CNC,3,6.02,246.0,1.63,99.19,195.0,1173.9,63.6,Monitor
2024-06,CNC-G1,Gamma,Machining,CNC,5,10.72,141.9,1.6,98.51,195.0,2090.4,54.5,Monitor
2024-07,CNC-G1,Gamma,Machining,CNC,2,3.09,370.5,1.46,99.58,195.0,602.55,73.0,Healthy
2024-08,CNC-G1,Gamma,Machining,CNC,5,8.8,147.0,1.57,98.82,195.0,1716.0,55.0,Monitor
2024-09,CNC-G1,Gamma,Machining,CNC,0,0.0,720.0,0.0,100.0,195.0,0.0,98.4,Healthy
2024-10,CNC-G1,Gamma,Machining,CNC,3,6.42,245.9,1.56,99.14,195.0,1251.9,63.5,Monitor
2024-11,CNC-G1,Gamma,Machining,CNC,3,5.61,238.1,1.09,99.22,195.0,1093.95,63.0,Monitor
2024-12,CNC-G1,Gamma,Machining,CNC,0,0.0,744.0,0.0,100.0,195.0,0.0,100.0,Healthy
2025-01,CNC-G1,Gamma,Machining,CNC,2,3.78,370.1,1.49,99.49,195.0,737.1,72.9,Healthy
2025-02,CNC-G1,Gamma,Machining,CNC,2,4.42,333.8,1.48,99.34,195.0,861.9,70.4,Healthy
2025-03,CNC-G1,Gamma,Machining,CNC,0,0.0,744.0,0.0,100.0,195.0,0.0,100.0,Healthy
2025-04,CNC-G1,Gamma,Machining,CNC,3,6.72,237.8,1.95,99.07,195.0,1310.4,63.0,Monitor
2024-01,CNC-G2,Gamma,Machining,CNC,2,5.04,369.5,1.93,99.32,195.0,982.8,72.8,Healthy
