year_month,machine_id,vsm,area,machine_type,component,failure_type,technician_type,part_replaced,failure_count,total_downtime_hrs,total_repair_hrs,mttr_component_hrs,avg_diagnose_hrs,avg_part_cost_usd,part_lead_time_days,total_downtime_cost,downtime_cost_per_hr,repeat_failure_90d,pct_of_total_cost,cumulative_pct
2024-04,AS-B1,Beta,Assembly,Assembly Station,electrical_panel,electrical,electrical,circuit_breaker,2,2.83,1.87,0.93,0.23,58.41,3,240.55,85.0,True,0.0,0.0
2024-05,AS-B1,Beta,Assembly,Assembly Station,electrical_panel,electrical,electrical,circuit_breaker,1,1.0,1.21,1.21,0.32,33.3,3,85.0,85.0,True,0.0,0.0
2024-06,AS-B1,Beta,Assembly,Assembly Station,electrical_panel,electrical,electrical,circuit_breaker,1,1.44,1.65,1.65,0.34,86.54,2,122.4,85.0,True,0.0,0.0
2024-08,AS-B1,Beta,Assembly,Assembly Station,electrical_panel,electrical,electrical,circuit_breaker,2,3.4,2.83,1.42,0.42,61.05,2,289.0,85.0,True,0.0,0.0
2024-12,AS-B1,Beta,Assembly,Assembly Station,electrical_panel,electrical,electrical,circuit_breaker,2,3.13,2.08,1.04,0.4,51.0,1,266.05,85.0,True,0.0,0.0
2025-02,AS-B1,Beta,Assembly,Assembly Station,electrical_panel,electrical,electrical,circuit_breaker,1,1.05,1.47,1.47,0.32,59.37,2,89.25,85.0,True,0.0,0.0
2025-03,AS-B1,Beta,Assembly,Assembly Station,electrical_panel,electrical,electrical,circuit_breaker,1,1.92,1.33,1.33,0.49,31.55,2,163.2,85.0,True,0.0,0.0
2025-04,AS-B1,Beta,Assembly,Assembly Station,electrical_panel,electrical,electrical,circuit_breaker,1,1.31,1.18,1.18,0.25,43.37,2,111.35,85.0,True,0.0,0.0
2024-02,AS-B1,Beta,Assembly,Assembly Station,fixture_system,mechanical,mechanical,fixture_pin_set,1,1.13,0.56,0.56,0.12,113.57,2,96.05,85.0,True,0.0,0.0
2024-04,AS-B1,Beta,Assembly,Assembly Station,fixture_system,mechanical,mechanical,fixture_pin_set,1,1.47,0.9,0.9,0.14,110.17,2,124.95,85.0,True,0.0,0.0
2024-08,AS-B1,Beta,Assembly,Assembly Station,fixture_system,mechanical,mechanical,fixture_pin_set,1,1.1,0.97,0.97,0.17,87.59,4,93.5,85.0,True,0.0,0.0
2024-09,AS-B1,Beta,Assembly,Assembly Station,fixture_system,mechanical,mechanical,fixture_pin_set,1,1.37,1.14,1.14,0.29,116.98,3,116.45,85.0,True,0.0,0.0
2024-10,AS-B1,Beta,Assembly,Assembly Station,fixture_system,mechanical,mechanical,fixture_pin_set,1,1.52,1.09,1.09,0.25,72.2,2,129.2,85.0,True,0.0,0.0
2025-01,AS-B1,Beta,Assembly,Assembly Station,fixture_system,mechanical,mechanical,fixture_pin_set,1,1.03,1.58,1.58,0.36,63.99,3,87.55,85.0,True,0.0,0.0
2025-02,AS-B1,Beta,Assembly,Assembly Station,fixture_system,mechanical,mechanical,fixture_pin_set,1,2.04,1.67,1.67,0.31,128.69,3,173.4,85.0,True,0.0,0.0
2025-03,AS-B1,Beta,Assembly,Assembly Station,fixture_system,mechanical,mechanical,fixture_pin_set,2,2.77,2.16,1.08,0.26,83.36,3,235.45,85.0,True,0.0,0.0
2025-04,AS-B1,Beta,Assembly,Assembly Station,fixture_system,mechanical,mechanical,fixture_pin_set,1,1.02,0.85,0.85,0.23,138.41,2,86.7,85.0,True,0.0,0.0
2024-02,AS-B1,Beta,Assembly,Assembly Station,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,2,2.32,2.58,1.29,0.1,14.77,1,197.2,85.0,True,0.0,0.0
2024-03,AS-B1,Beta,Assembly,Assembly Station,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,1,1.38,1.02,1.02,0.11,22.58,2,117.3,85.0,True,0.0,0.0
2024-04,AS-B1,Beta,Assembly,Assembly Station,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,1,1.84,1.49,1.49,0.18,41.98,1,156.4,85.0,True,0.0,0.0
2024-05,AS-B1,Beta,Assembly,Assembly Station,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,1,1.38,1.08,1.08,0.06,13.92,1,117.3,85.0,True,0.0,0.0
2024-06,AS-B1,Beta,Assembly,Assembly Station,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,3,3.54,3.5,1.17,0.13,30.91,1,300.9,85.0,True,0.0,0.0
2024-07,AS-B1,Beta,Assembly,Assembly Station,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,1,1.15,1.87,1.87,0.26,22.54,1,97.75,85.0,True,0.0,0.0
2024-10,AS-B1,Beta,Assembly,Assembly Station,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,1,0.92,0.95,0.95,0.1,21.54,1,78.2,85.0,True,0.0,0.0
2024-12,AS-B1,Beta,Assembly,Assembly Station,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,1,1.72,1.15,1.15,0.09,25.18,2,146.2,85.0,True,0.0,0.0
2025-03,AS-B1,Beta,Assembly,Assembly Station,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,2,3.48,2.36,1.18,0.1,27.92,1,295.8,85.0,True,0.0,0.0
2024-03,AS-B1,Beta,Assembly,Assembly Station,sensor_package,electrical,electrical,proximity_sensor,3,3.62,3.34,1.11,0.28,108.07,3,307.7,85.0,True,0.0,0.0
2024-06,AS-B1,Beta,Assembly,Assembly Station,sensor_package,electrical,electrical,proximity_sensor,1,1.31,1.53,1.53,0.37,84.04,3,111.35,85.0,True,0.0,0.0
2024-10,AS-B1,Beta,Assembly,Assembly Station,sensor_package,electrical,electrical,proximity_sensor,2,2.72,2.76,1.38,0.48,92.75,4,231.2,85.0,True,0.0,0.0
2024-11,AS-B1,Beta,Assembly,Assembly Station,sensor_package,electrical,electrical,proximity_sensor,1,1.41,1.29,1.29,0.49,77.22,4,119.85,85.0,True,0.0,0.0
2024-12,AS-B1,Beta,Assembly,Assembly Station,sensor_package,electrical,electrical,proximity_sensor,1,1.09,1.2,1.2,0.29,88.22,5,92.65,85.0,True,0.0,0.0
2025-01,AS-B1,Beta,Assembly,Assembly Station,sensor_package,electrical,electrical,proximity_sensor,1,1.64,1.65,1.65,0.54,99.43,2,139.4,85.0,True,0.0,0.0
2025-03,AS-B1,Beta,Assembly,Assembly Station,sensor_package,electrical,electrical,proximity_sensor,1,1.82,1.11,1.11,0.4,61.26,3,154.7,85.0,True,0.0,0.0
2025-04,AS-B1,Beta,Assembly,Assembly Station,sensor_package,electrical,electrical,proximity_sensor,2,2.8,2.46,1.23,0.41,88.66,3,238.0,85.0,True,0.0,0.0
2024-01,AS-B1,Beta,Assembly,Assembly Station,torque_system,software,automation,torque_transducer,1,1.71,1.19,1.19,0.48,374.05,3,145.35,85.0,True,0.0,0.0
2024-02,AS-B1,Beta,Assembly,Assembly Station,torque_system,software,automation,torque_transducer,1,1.55,1.3,1.3,0.46,334.48,5,131.75,85.0,True,0.0,0.0
2024-03,AS-B1,Beta,Assembly,Assembly Station,torque_system,software,automation,torque_transducer,1,1.43,1.03,1.03,0.41,290.35,6,121.55,85.0,True,0.0,0.0
2024-05,AS-B1,Beta,Assembly,Assembly Station,torque_system,software,automation,torque_transducer,2,2.7,2.85,1.43,0.57,245.21,7,229.5,85.0,True,0.0,0.0
2024-08,AS-B1,Beta,Assembly,Assembly Station,torque_system,software,automation,torque_transducer,4,4.74,5.63,1.41,0.53,237.5,6,402.9,85.0,True,0.0,0.0
2024-09,AS-B1,Beta,Assembly,Assembly Station,torque_system,software,automation,torque_transducer,1,1.6,1.21,1.21,0.48,255.86,5,136.0,85.0,True,0.0,0.0
2024-10,AS-B1,Beta,Assembly,Assembly Station,torque_system,software,automation,torque_transducer,2,3.15,2.99,1.5,0.56,258.26,5,267.75,85.0,True,0.0,0.0
2024-12,AS-B1,Beta,Assembly,Assembly Station,torque_system,software,automation,torque_transducer,1,1.56,1.31,1.31,0.64,339.74,7,132.6,85.0,True,0.0,0.0
2025-01,AS-B1,Beta,Assembly,Assembly Station,torque_system,software,automation,torque_transducer,3,3.94,3.77,1.26,0.53,257.95,6,334.9,85.0,True,0.0,0.0
2025-02,AS-B1,Beta,Assembly,Assembly Station,torque_system,software,automation,torque_transducer,1,0.65,1.02,1.02,0.49,396.34,7,55.25,85.0,True,0.0,0.0
2025-03,AS-B1,Beta,Assembly,Assembly Station,torque_system,software,automation,torque_transducer,1,0.66,1.47,1.47,0.63,384.5,5,56.1,85.0,True,0.0,0.0
2024-02,AS-B2,Beta,Assembly,Assembly Station,electrical_panel,electrical,electrical,circuit_breaker,2,3.17,3.01,1.5,0.46,60.75,2,269.45,85.0,True,0.0,0.0
2024-04,AS-B2,Beta,Assembly,Assembly Station,electrical_panel,electrical,electrical,circuit_breaker,1,1.3,1.54,1.54,0.48,85.79,3,110.5,85.0,True,0.0,0.0
2024-05,AS-B2,Beta,Assembly,Assembly Station,electrical_panel,electrical,electrical,circuit_breaker,1,1.43,1.24,1.24,0.43,67.98,2,121.55,85.0,True,0.0,0.0
2024-08,AS-B2,Beta,Assembly,Assembly Station,electrical_panel,electrical,electrical,circuit_breaker,2,3.18,2.57,1.29,0.38,73.88,2,270.3,85.0,True,0.0,0.0
2024-10,AS-B2,Beta,Assembly,Assembly Station,electrical_panel,electrical,electrical,circuit_breaker,4,6.66,4.68,1.17,0.39,64.56,2,566.1,85.0,True,0.0,0.0
2025-01,AS-B2,Beta,Assembly,Assembly Station,electrical_panel,electrical,electrical,circuit_breaker,1,1.91,1.23,1.23,0.37,77.64,3,162.35,85.0,True,0.0,0.0
2025-02,AS-B2,Beta,Assembly,Assembly Station,electrical_panel,electrical,electrical,circuit_breaker,1,1.24,1.13,1.13,0.43,89.86,2,105.4,85.0,True,0.0,0.0
2025-03,AS-B2,Beta,Assembly,Assembly Station,electrical_panel,electrical,electrical,circuit_breaker,3,4.53,3.45,1.15,0.32,57.7,1,385.05,85.0,True,0.0,0.0
2025-04,AS-B2,Beta,Assembly,Assembly Station,electrical_panel,electrical,electrical,circuit_breaker,2,3.9,2.64,1.32,0.41,73.17,1,331.5,85.0,True,0.0,0.0
2024-02,AS-B2,Beta,Assembly,Assembly Station,fixture_system,mechanical,mechanical,fixture_pin_set,2,3.48,2.7,1.35,0.38,106.3,3,295.8,85.0,True,0.0,0.0
2024-03,AS-B2,Beta,Assembly,Assembly Station,fixture_system,mechanical,mechanical,fixture_pin_set,2,3.79,2.14,1.07,0.28,89.31,3,322.15,85.0,True,0.0,0.0
2024-08,AS-B2,Beta,Assembly,Assembly Station,fixture_system,mechanical,mechanical,fixture_pin_set,2,3.0,3.21,1.6,0.41,116.82,4,255.0,85.0,True,0.0,0.0
2024-10,AS-B2,Beta,Assembly,Assembly Station,fixture_system,mechanical,mechanical,fixture_pin_set,1,1.5,1.32,1.32,0.37,135.33,4,127.5,85.0,True,0.0,0.0
2024-11,AS-B2,Beta,Assembly,Assembly Station,fixture_system,mechanical,mechanical,fixture_pin_set,1,1.42,1.61,1.61,0.46,119.86,3,120.7,85.0,True,0.0,0.0
2024-12,AS-B2,Beta,Assembly,Assembly Station,fixture_system,mechanical,mechanical,fixture_pin_set,1,1.02,1.33,1.33,0.26,124.29,4,86.7,85.0,True,0.0,0.0
2025-01,AS-B2,Beta,Assembly,Assembly Station,fixture_system,mechanical,mechanical,fixture_pin_set,1,2.02,1.34,1.34,0.28,124.62,3,171.7,85.0,True,0.0,0.0
2025-02,AS-B2,Beta,Assembly,Assembly Station,fixture_system,mechanical,mechanical,fixture_pin_set,1,0.69,1.55,1.55,0.3,125.8,3,58.65,85.0,True,0.0,0.0
2025-03,AS-B2,Beta,Assembly,Assembly Station,fixture_system,mechanical,mechanical,fixture_pin_set,2,3.21,2.52,1.26,0.33,96.11,2,272.85,85.0,True,0.0,0.0
2024-02,AS-B2,Beta,Assembly,Assembly Station,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,2,3.08,2.59,1.29,0.17,17.36,1,261.8,85.0,True,0.0,0.0
2024-03,AS-B2,Beta,Assembly,Assembly Station,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,1,1.77,1.52,1.52,0.21,24.97,2,150.45,85.0,True,0.0,0.0
2024-04,AS-B2,Beta,Assembly,Assembly Station,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,3,5.4,3.85,1.28,0.12,28.35,1,459.0,85.0,True,0.0,0.0
2024-08,AS-B2,Beta,Assembly,Assembly Station,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,2,3.08,3.42,1.71,0.17,31.48,2,261.8,85.0,True,0.0,0.0
2024-09,AS-B2,Beta,Assembly,Assembly Station,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,1,2.46,1.36,1.36,0.13,37.13,1,209.1,85.0,True,0.0,0.0
2024-10,AS-B2,Beta,Assembly,Assembly Station,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,1,1.48,1.4,1.4,0.11,27.58,2,125.8,85.0,True,0.0,0.0
2024-11,AS-B2,Beta,Assembly,Assembly Station,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,1,1.75,1.37,1.37,0.2,17.53,2,148.75,85.0,True,0.0,0.0
2025-01,AS-B2,Beta,Assembly,Assembly Station,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,1,1.77,1.33,1.33,0.19,33.67,2,150.45,85.0,True,0.0,0.0
2025-03,AS-B2,Beta,Assembly,Assembly Station,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,1,2.13,0.96,0.96,0.11,38.71,1,181.05,85.0,True,0.0,0.0
2025-04,AS-B2,Beta,Assembly,Assembly Station,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,1,2.01,1.27,1.27,0.14,15.19,2,170.85,85.0,True,0.0,0.0
2024-01,AS-B2,Beta,Assembly,Assembly Station,sensor_package,electrical,electrical,proximity_sensor,1,1.72,1.33,1.33,0.42,42.59,3,146.2,85.0,True,0.0,0.0
2024-02,AS-B2,Beta,Assembly,Assembly Station,sensor_package,electrical,electrical,proximity_sensor,1,1.77,1.24,1.24,0.25,79.45,3,150.45,85.0,True,0.0,0.0
2024-05,AS-B2,Beta,Assembly,Assembly Station,sensor_package,electrical,electrical,proximity_sensor,1,1.88,1.64,1.64,0.33,76.36,5,159.8,85.0,True,0.0,0.0
2024-06,AS-B2,Beta,Assembly,Assembly Station,sensor_package,electrical,electrical,proximity_sensor,1,2.16,1.14,1.14,0.41,89.07,4,183.6,85.0,True,0.0,0.0
2024-09,AS-B2,Beta,Assembly,Assembly Station,sensor_package,electrical,electrical,proximity_sensor,3,4.37,3.99,1.33,0.35,59.58,4,371.45,85.0,True,0.0,0.0
2024-10,AS-B2,Beta,Assembly,Assembly Station,sensor_package,electrical,electrical,proximity_sensor,1,1.51,1.04,1.04,0.39,51.5,3,128.35,85.0,True,0.0,0.0
2024-11,AS-B2,Beta,Assembly,Assembly Station,sensor_package,electrical,electrical,proximity_sensor,1,1.85,1.51,1.51,0.46,93.68,3,157.25,85.0,True,0.0,0.0
2024-12,AS-B2,Beta,Assembly,Assembly Station,sensor_package,electrical,electrical,proximity_sensor,3,4.53,4.01,1.34,0.37,87.51,2,385.05,85.0,True,0.0,0.0
2025-01,AS-B2,Beta,Assembly,Assembly Station,sensor_package,electrical,electrical,proximity_sensor,1,2.03,1.31,1.31,0.28,103.86,5,172.55,85.0,True,0.0,0.0
2025-03,AS-B2,Beta,Assembly,Assembly Station,sensor_package,electrical,electrical,proximity_sensor,1,1.41,1.41,1.41,0.35,42.33,4,119.85,85.0,True,0.0,0.0
2025-04,AS-B2,Beta,Assembly,Assembly Station,sensor_package,electrical,electrical,proximity_sensor,3,4.55,4.07,1.36,0.42,80.15,5,386.75,85.0,True,0.0,0.0
2024-01,AS-B2,Beta,Assembly,Assembly Station,torque_system,software,automation,torque_transducer,1,1.22,1.3,1.3,0.4,232.33,6,103.7,85.0,True,0.0,0.0
2024-02,AS-B2,Beta,Assembly,Assembly Station,torque_system,software,automation,torque_transducer,2,2.52,2.71,1.35,0.65,206.22,5,214.2,85.0,True,0.0,0.0
2024-03,AS-B2,Beta,Assembly,Assembly Station,torque_system,software,automation,torque_transducer,2,4.45,2.27,1.14,0.43,322.11,4,378.25,85.0,True,0.0,0.0
2024-04,AS-B2,Beta,Assembly,Assembly Station,torque_system,software,automation,torque_transducer,4,6.71,6.5,1.62,0.74,314.38,5,570.35,85.0,True,0.0,0.0
2024-05,AS-B2,Beta,Assembly,Assembly Station,torque_system,software,automation,torque_transducer,1,1.48,1.47,1.47,0.69,264.97,6,125.8,85.0,True,0.0,0.0
2024-07,AS-B2,Beta,Assembly,Assembly Station,torque_system,software,automation,torque_transducer,1,1.22,1.3,1.3,0.46,338.75,5,103.7,85.0,True,0.0,0.0
2024-09,AS-B2,Beta,Assembly,Assembly Station,torque_system,software,automation,torque_transducer,2,3.2,2.19,1.09,0.48,287.37,4,272.0,85.0,True,0.0,0.0
2024-12,AS-B2,Beta,Assembly,Assembly Station,torque_system,software,automation,torque_transducer,1,1.08,1.68,1.68,0.61,378.49,7,91.8,85.0,True,0.0,0.0
2025-02,AS-B2,Beta,Assembly,Assembly Station,torque_system,software,automation,torque_transducer,2,3.79,2.37,1.19,0.45,278.56,3,322.15,85.0,True,0.0,0.0
2025-04,AS-B2,Beta,Assembly,Assembly Station,torque_system,software,automation,torque_transducer,2,2.44,2.77,1.38,0.53,325.04,5,207.4,85.0,True,0.0,0.0
2024-01,AS-B3,Beta,Assembly,Assembly Station,electrical_panel,electrical,electrical,circuit_breaker,1,2.12,0.99,0.99,0.24,31.83,2,180.2,85.0,True,0.0,0.0
2024-02,AS-B3,Beta,Assembly,Assembly Station,electrical_panel,electrical,electrical,circuit_breaker,1,2.04,1.63,1.63,0.43,40.6,1,173.4,85.0,True,0.0,0.0
2024-03,AS-B3,Beta,Assembly,Assembly Station,electrical_panel,electrical,electrical,circuit_breaker,1,1.37,0.82,0.82,0.31,41.19,3,116.45,85.0,True,0.0,0.0
2024-04,AS-B3,Beta,Assembly,Assembly Station,electrical_panel,electrical,electrical,circuit_breaker,1,1.59,1.7,1.7,0.4,58.2,1,135.15,85.0,True,0.0,0.0
2024-05,AS-B3,Beta,Assembly,Assembly Station,electrical_panel,electrical,electrical,circuit_breaker,1,1.67,1.76,1.76,0.37,70.43,1,141.95,85.0,True,0.0,0.0
2024-06,AS-B3,Beta,Assembly,Assembly Station,electrical_panel,electrical,electrical,circuit_breaker,4,6.81,5.38,1.34,0.42,64.7,1,578.85,85.0,True,0.0,0.0
2024-07,AS-B3,Beta,Assembly,Assembly Station,electrical_panel,electrical,electrical,circuit_breaker,3,5.66,4.78,1.59,0.44,73.71,2,481.1,85.0,True,0.0,0.0
2024-09,AS-B3,Beta,Assembly,Assembly Station,electrical_panel,electrical,electrical,circuit_breaker,2,4.1,3.27,1.64,0.57,59.06,2,348.5,85.0,True,0.0,0.0
2024-10,AS-B3,Beta,Assembly,Assembly Station,electrical_panel,electrical,electrical,circuit_breaker,2,3.77,2.97,1.48,0.42,58.48,2,320.45,85.0,True,0.0,0.0
2024-11,AS-B3,Beta,Assembly,Assembly Station,electrical_panel,electrical,electrical,circuit_breaker,1,1.38,1.5,1.5,0.52,29.93,2,117.3,85.0,True,0.0,0.0
2024-12,AS-B3,Beta,Assembly,Assembly Station,electrical_panel,electrical,electrical,circuit_breaker,1,1.83,1.86,1.86,0.48,57.15,2,155.55,85.0,True,0.0,0.0
2025-01,AS-B3,Beta,Assembly,Assembly Station,electrical_panel,electrical,electrical,circuit_breaker,1,1.66,1.42,1.42,0.48,59.52,2,141.1,85.0,True,0.0,0.0
2025-03,AS-B3,Beta,Assembly,Assembly Station,electrical_panel,electrical,electrical,circuit_breaker,4,7.52,6.58,1.65,0.53,50.36,2,639.2,85.0,True,0.0,0.0
2025-04,AS-B3,Beta,Assembly,Assembly Station,electrical_panel,electrical,electrical,circuit_breaker,4,7.34,5.43,1.36,0.43,50.02,2,623.9,85.0,True,0.0,0.0
2024-01,AS-B3,Beta,Assembly,Assembly Station,fixture_system,mechanical,mechanical,fixture_pin_set,1,1.91,1.22,1.22,0.33,82.06,4,162.35,85.0,True,0.0,0.0
2024-02,AS-B3,Beta,Assembly,Assembly Station,fixture_system,mechanical,mechanical,fixture_pin_set,1,2.1,1.79,1.79,0.38,65.22,3,178.5,85.0,True,0.0,0.0
2024-03,AS-B3,Beta,Assembly,Assembly Station,fixture_system,mechanical,mechanical,fixture_pin_set,1,1.99,1.56,1.56,0.25,82.2,2,169.15,85.0,True,0.0,0.0
2024-06,AS-B3,Beta,Assembly,Assembly Station,fixture_system,mechanical,mechanical,fixture_pin_set,1,2.33,1.31,1.31,0.34,142.82,2,198.05,85.0,True,0.0,0.0
2024-07,AS-B3,Beta,Assembly,Assembly Station,fixture_system,mechanical,mechanical,fixture_pin_set,2,3.28,2.48,1.24,0.21,114.45,2,278.8,85.0,True,0.0,0.0
2024-08,AS-B3,Beta,Assembly,Assembly Station,fixture_system,mechanical,mechanical,fixture_pin_set,2,2.22,3.3,1.65,0.46,97.27,3,188.7,85.0,True,0.0,0.0
2024-10,AS-B3,Beta,Assembly,Assembly Station,fixture_system,mechanical,mechanical,fixture_pin_set,2,4.27,2.75,1.38,0.25,68.43,2,362.95,85.0,True,0.0,0.0
2024-11,AS-B3,Beta,Assembly,Assembly Station,fixture_system,mechanical,mechanical,fixture_pin_set,1,1.34,1.18,1.18,0.23,91.95,4,113.9,85.0,True,0.0,0.0
2025-01,AS-B3,Beta,Assembly,Assembly Station,fixture_system,mechanical,mechanical,fixture_pin_set,1,2.22,1.71,1.71,0.33,78.56,4,188.7,85.0,True,0.0,0.0
2025-03,AS-B3,Beta,Assembly,Assembly Station,fixture_system,mechanical,mechanical,fixture_pin_set,3,5.68,5.49,1.83,0.52,95.73,3,482.8,85.0,True,0.0,0.0
2024-02,AS-B3,Beta,Assembly,Assembly Station,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,1,1.96,1.48,1.48,0.12,20.92,2,166.6,85.0,True,0.0,0.0
2024-03,AS-B3,Beta,Assembly,Assembly Station,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,2,3.19,3.1,1.55,0.14,31.47,1,271.15,85.0,True,0.0,0.0
2024-05,AS-B3,Beta,Assembly,Assembly Station,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,1,2.18,1.36,1.36,0.2,38.03,1,185.3,85.0,True,0.0,0.0
2024-06,AS-B3,Beta,Assembly,Assembly Station,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,2,3.73,2.68,1.34,0.15,32.49,2,317.05,85.0,True,0.0,0.0
2024-07,AS-B3,Beta,Assembly,Assembly Station,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,3,5.05,4.28,1.43,0.16,33.69,2,429.25,85.0,True,0.0,0.0
2024-08,AS-B3,Beta,Assembly,Assembly Station,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,1,1.34,1.75,1.75,0.18,18.79,2,113.9,85.0,True,0.0,0.0
2024-09,AS-B3,Beta,Assembly,Assembly Station,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,1,1.24,0.93,0.93,0.1,16.61,1,105.4,85.0,True,0.0,0.0
2024-10,AS-B3,Beta,Assembly,Assembly Station,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,2,3.58,2.47,1.23,0.12,14.59,1,304.3,85.0,True,0.0,0.0
2024-11,AS-B3,Beta,Assembly,Assembly Station,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,2,3.01,3.29,1.65,0.18,30.46,1,255.85,85.0,True,0.0,0.0
2024-12,AS-B3,Beta,Assembly,Assembly Station,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,3,5.0,5.68,1.89,0.18,31.54,2,425.0,85.0,True,0.0,0.0
2025-01,AS-B3,Beta,Assembly,Assembly Station,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,3,5.97,3.34,1.11,0.13,26.23,2,507.45,85.0,True,0.0,0.0
2025-02,AS-B3,Beta,Assembly,Assembly Station,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,3,5.81,4.42,1.47,0.16,23.38,1,493.85,85.0,True,0.0,0.0
2025-03,AS-B3,Beta,Assembly,Assembly Station,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,1,2.07,1.27,1.27,0.1,39.87,2,175.95,85.0,True,0.0,0.0
2025-04,AS-B3,Beta,Assembly,Assembly Station,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,1,2.13,1.49,1.49,0.13,27.91,2,181.05,85.0,True,0.0,0.0
2024-01,AS-B3,Beta,Assembly,Assembly Station,sensor_package,electrical,electrical,proximity_sensor,1,1.94,1.53,1.53,0.47,108.78,5,164.9,85.0,True,0.0,0.0
2024-02,AS-B3,Beta,Assembly,Assembly Station,sensor_package,electrical,electrical,proximity_sensor,2,3.09,2.32,1.16,0.37,83.62,3,262.65,85.0,True,0.0,0.0
2024-03,AS-B3,Beta,Assembly,Assembly Station,sensor_package,electrical,electrical,proximity_sensor,2,3.13,2.58,1.29,0.39,88.39,2,266.05,85.0,True,0.0,0.0
2024-04,AS-B3,Beta,Assembly,Assembly Station,sensor_package,electrical,electrical,proximity_sensor,3,5.87,4.45,1.48,0.39,57.41,3,498.95,85.0,True,0.0,0.0
2024-05,AS-B3,Beta,Assembly,Assembly Station,sensor_package,electrical,electrical,proximity_sensor,4,8.1,6.13,1.53,0.51,93.77,3,688.5,85.0,True,0.0,0.0
2024-06,AS-B3,Beta,Assembly,Assembly Station,sensor_package,electrical,electrical,proximity_sensor,2,3.32,2.67,1.33,0.4,101.66,4,282.2,85.0,True,0.0,0.0
2024-08,AS-B3,Beta,Assembly,Assembly Station,sensor_package,electrical,electrical,proximity_sensor,1,1.43,1.35,1.35,0.53,104.92,4,121.55,85.0,True,0.0,0.0
2024-09,AS-B3,Beta,Assembly,Assembly Station,sensor_package,electrical,electrical,proximity_sensor,2,2.46,3.48,1.74,0.37,89.7,3,209.1,85.0,True,0.0,0.0
2024-10,AS-B3,Beta,Assembly,Assembly Station,sensor_package,electrical,electrical,proximity_sensor,1,1.8,1.18,1.18,0.42,119.66,4,153.0,85.0,True,0.0,0.0
2024-11,AS-B3,Beta,Assembly,Assembly Station,sensor_package,electrical,electrical,proximity_sensor,1,1.87,1.9,1.9,0.62,119.66,3,158.95,85.0,True,0.0,0.0
2025-02,AS-B3,Beta,Assembly,Assembly Station,sensor_package,electrical,electrical,proximity_sensor,1,1.07,1.07,1.07,0.23,100.62,5,90.95,85.0,True,0.0,0.0
2024-01,AS-B3,Beta,Assembly,Assembly Station,torque_system,software,automation,torque_transducer,1,2.29,1.12,1.12,0.35,210.0,3,194.65,85.0,True,0.0,0.0
2024-02,AS-B3,Beta,Assembly,Assembly Station,torque_system,software,automation,torque_transducer,1,2.16,1.23,1.23,0.38,389.26,3,183.6,85.0,True,0.0,0.0
2024-03,AS-B3,Beta,Assembly,Assembly Station,torque_system,software,automation,torque_transducer,3,5.35,4.16,1.39,0.54,282.74,7,454.75,85.0,True,0.0,0.0
2024-04,AS-B3,Beta,Assembly,Assembly Station,torque_system,software,automation,torque_transducer,2,4.22,3.25,1.62,0.67,312.61,5,358.7,85.0,True,0.0,0.0
2024-05,AS-B3,Beta,Assembly,Assembly Station,torque_system,software,automation,torque_transducer,2,3.62,3.43,1.71,0.76,240.5,5,307.7,85.0,True,0.0,0.0
2024-06,AS-B3,Beta,Assembly,Assembly Station,torque_system,software,automation,torque_transducer,2,3.95,2.68,1.34,0.48,340.31,5,335.75,85.0,True,0.0,0.0
