date,vsm,shift,planned_hrs,actual_hrs,units_produced,units_rejected,oee_pct
2024-04-29,Beta,Night,8.0,6.85,309,9,72.1
2024-04-29,Gamma,Day,8.0,6.78,353,14,72.3
2024-04-29,Gamma,Evening,8.0,7.0,303,16,67.5
2024-04-29,Gamma,Night,8.0,7.25,360,16,71.4
2024-04-30,Alpha,Day,8.0,7.96,384,8,84.6
2024-04-30,Alpha,Evening,8.0,7.24,366,8,81.9
2024-04-30,Alpha,Night,8.0,7.45,419,8,88.0
2024-04-30,Beta,Day,8.0,7.19,381,14,74.3
2024-04-30,Beta,Evening,8.0,7.44,364,10,78.3
2024-04-30,Beta,Night,8.0,7.69,396,13,76.2
2024-04-30,Gamma,Day,8.0,6.78,370,19,71.9
2024-04-30,Gamma,Evening,8.0,7.09,335,11,67.5
2024-04-30,Gamma,Night,8.0,6.93,380,14,64.9
2024-05-01,Alpha,Day,8.0,7.2,345,6,89.3
2024-05-01,Alpha,Evening,8.0,7.53,386,4,90.2
2024-05-01,Alpha,Night,8.0,7.63,355,7,87.9
2024-05-01,Beta,Day,8.0,6.88,324,10,69.6
2024-05-01,Beta,Evening,8.0,7.16,380,12,80.9
2024-05-01,Beta,Night,8.0,6.85,366,10,78.0
2024-05-01,Gamma,Day,8.0,6.69,400,16,70.0
2024-05-01,Gamma,Evening,8.0,7.07,381,15,68.1
2024-05-01,Gamma,Night,8.0,7.04,370,16,76.0
2024-05-02,Alpha,Day,8.0,7.46,399,7,87.6
2024-05-02,Alpha,Evening,8.0,7.89,441,6,88.7
2024-05-02,Alpha,Night,8.0,7.52,378,6,84.4
2024-05-02,Beta,Day,8.0,7.41,393,15,75.5
2024-05-02,Beta,Evening,8.0,7.28,369,12,71.7
2024-05-02,Beta,Night,8.0,7.28,414,11,70.8
2024-05-02,Gamma,Day,8.0,6.88,360,19,81.7
2024-05-02,Gamma,Evening,8.0,6.9,394,15,68.5
2024-05-02,Gamma,Night,8.0,6.32,289,15,73.1
2024-05-03,Alpha,Day,8.0,7.56,394,5,94.9
2024-05-03,Alpha,Evening,8.0,7.59,373,6,82.9
2024-05-03,Alpha,Night,8.0,7.88,443,8,82.6
2024-05-03,Beta,Day,8.0,7.42,399,15,70.1
2024-05-03,Beta,Evening,8.0,7.14,360,13,73.7
2024-05-03,Beta,Night,8.0,6.9,284,11,73.7
2024-05-03,Gamma,Day,8.0,6.78,388,16,79.4
2024-05-03,Gamma,Evening,8.0,6.51,345,18,64.2
2024-05-03,Gamma,Night,8.0,6.73,342,16,69.2
2024-05-04,Alpha,Day,8.0,7.44,402,8,89.7
2024-05-04,Alpha,Evening,8.0,7.67,431,9,84.2
2024-05-04,Alpha,Night,8.0,7.51,356,6,82.4
2024-05-04,Beta,Day,8.0,7.2,381,13,76.3
2024-05-04,Beta,Evening,8.0,6.77,367,8,73.5
2024-05-04,Beta,Night,8.0,6.59,352,12,75.7
2024-05-04,Gamma,Day,8.0,6.47,311,12,67.4
2024-05-04,Gamma,Evening,8.0,6.39,337,13,69.1
2024-05-04,Gamma,Night,8.0,6.84,348,17,66.9
2024-05-05,Alpha,Day,8.0,7.93,454,8,89.6
2024-05-05,Alpha,Evening,8.0,7.9,415,4,85.1
2024-05-05,Alpha,Night,8.0,6.9,374,7,87.4
2024-05-05,Beta,Day,8.0,7.02,421,14,79.6
2024-05-05,Beta,Evening,8.0,7.1,396,14,82.5
2024-05-05,Beta,Night,8.0,7.27,404,13,70.7
2024-05-05,Gamma,Day,8.0,6.69,324,13,73.1
2024-05-05,Gamma,Evening,8.0,6.58,359,14,72.4
2024-05-05,Gamma,Night,8.0,6.76,342,14,68.8
2024-05-06,Alpha,Day,8.0,6.92,322,8,84.7
2024-05-06,Alpha,Evening,8.0,8.0,387,7,87.6
2024-05-06,Alpha,Night,8.0,7.7,421,7,88.9
2024-05-06,Beta,Day,8.0,7.29,393,13,74.1
2024-05-06,Beta,Evening,8.0,7.59,415,14,70.1
2024-05-06,Beta,Night,8.0,7.02,413,12,76.4
2024-05-06,Gamma,Day,8.0,6.8,340,14,69.4
2024-05-06,Gamma,Evening,8.0,7.0,390,17,71.2
2024-05-06,Gamma,Night,8.0,7.0,367,18,72.3
2024-05-07,Alpha,Day,8.0,7.55,381,10,87.7
2024-05-07,Alpha,Evening,8.0,7.63,400,8,85.2
2024-05-07,Alpha,Night,8.0,7.44,337,4,76.7
2024-05-07,Beta,Day,8.0,6.96,335,11,71.6
2024-05-07,Beta,Evening,8.0,7.26,347,10,76.6
2024-05-07,Beta,Night,8.0,7.06,368,12,74.2
2024-05-07,Gamma,Day,8.0,6.84,295,11,72.9
2024-05-07,Gamma,Evening,8.0,6.96,389,18,64.3
2024-05-07,Gamma,Night,8.0,6.88,346,13,70.8
2024-05-08,Alpha,Day,8.0,7.34,426,8,85.6
2024-05-08,Alpha,Evening,8.0,7.59,329,7,85.3
2024-05-08,Alpha,Night,8.0,7.66,411,5,90.2
2024-05-08,Beta,Day,8.0,6.82,353,11,77.4
2024-05-08,Beta,Evening,8.0,7.11,366,10,69.8
2024-05-08,Beta,Night,8.0,7.25,416,15,74.3
2024-05-08,Gamma,Day,8.0,6.69,391,18,67.2
2024-05-08,Gamma,Evening,8.0,6.72,394,17,70.2
2024-05-08,Gamma,Night,8.0,6.9,363,15,70.3
2024-05-09,Alpha,Day,8.0,7.4,384,5,88.8
2024-05-09,Alpha,Evening,8.0,7.35,352,5,85.0
2024-05-09,Alpha,Night,8.0,7.48,379,8,88.8
2024-05-09,Beta,Day,8.0,7.33,376,12,66.8
2024-05-09,Beta,Evening,8.0,7.01,374,10,80.4
2024-05-09,Beta,Night,8.0,6.94,321,9,75.4
2024-05-09,Gamma,Day,8.0,6.89,377,16,64.7
2024-05-09,Gamma,Evening,8.0,6.69,356,13,71.4
2024-05-09,Gamma,Night,8.0,7.21,289,11,71.2
2024-05-10,Alpha,Day,8.0,7.69,425,10,83.7
2024-05-10,Alpha,Evening,8.0,7.88,469,10,82.8
2024-05-10,Alpha,Night,8.0,7.67,391,2,84.6
2024-05-10,Beta,Day,8.0,6.68,353,10,75.4
2024-05-10,Beta,Evening,8.0,7.24,357,9,73.9
2024-05-10,Beta,Night,8.0,7.52,411,11,68.1
2024-05-10,Gamma,Day,8.0,6.24,318,16,69.8
2024-05-10,Gamma,Evening,8.0,6.81,363,15,72.9
2024-05-10,Gamma,Night,8.0,6.8,356,16,64.8
2024-05-11,Alpha,Day,8.0,7.83,392,7,88.8
2024-05-11,Alpha,Evening,8.0,7.43,392,9,84.3
2024-05-11,Alpha,Night,8.0,6.96,383,7,84.0
2024-05-11,Beta,Day,8.0,6.88,316,9,74.6
2024-05-11,Beta,Evening,8.0,6.72,355,8,75.3
2024-05-11,Beta,Night,8.0,6.96,375,13,70.2
2024-05-11,Gamma,Day,8.0,6.92,344,15,67.3
2024-05-11,Gamma,Evening,8.0,6.95,335,16,65.5
2024-05-11,Gamma,Night,8.0,7.06,400,19,75.0
2024-05-12,Alpha,Day,8.0,7.68,438,6,87.2
2024-05-12,Alpha,Evening,8.0,7.76,419,4,92.3
2024-05-12,Alpha,Night,8.0,7.41,392,5,87.2
2024-05-12,Beta,Day,8.0,7.23,384,10,71.1
2024-05-12,Beta,Evening,8.0,7.18,388,10,72.5
2024-05-12,Beta,Night,8.0,7.07,394,16,71.6
2024-05-12,Gamma,Day,8.0,6.83,354,13,66.8
2024-05-12,Gamma,Evening,8.0,7.0,419,18,58.6
2024-05-12,Gamma,Night,8.0,7.22,370,22,71.0
2024-05-13,Alpha,Day,8.0,7.64,384,5,89.5
2024-05-13,Alpha,Evening,8.0,7.74,417,8,87.2
2024-05-13,Alpha,Night,8.0,7.03,378,8,87.3
2024-05-13,Beta,Day,8.0,7.28,378,13,80.9
2024-05-13,Beta,Evening,8.0,7.25,383,12,74.1
2024-05-13,Beta,Night,8.0,6.9,349,9,76.0
2024-05-13,Gamma,Day,8.0,6.8,375,13,66.8
2024-05-13,Gamma,Evening,8.0,6.97,339,12,67.6
2024-05-13,Gamma,Night,8.0,6.64,353,13,68.5
2024-05-14,Alpha,Day,8.0,7.58,392,3,91.8
2024-05-14,Alpha,Evening,8.0,7.51,407,5,91.6
2024-05-14,Alpha,Night,8.0,7.65,362,8,90.0
2024-05-14,Beta,Day,8.0,7.03,345,10,74.5
2024-05-14,Beta,Evening,8.0,7.05,348,11,72.4
2024-05-14,Beta,Night,8.0,6.64,323,10,79.0
2024-05-14,Gamma,Day,8.0,6.68,391,17,68.9
2024-05-14,Gamma,Evening,8.0,6.99,324,12,71.5
2024-05-14,Gamma,Night,8.0,6.92,332,16,74.4
2024-05-15,Alpha,Day,8.0,7.42,401,4,87.3
2024-05-15,Alpha,Evening,8.0,7.36,362,6,87.0
2024-05-15,Alpha,Night,8.0,7.68,373,7,83.7
2024-05-15,Beta,Day,8.0,6.81,354,8,77.7
2024-05-15,Beta,Evening,8.0,7.19,405,10,67.2
2024-05-15,Beta,Night,8.0,6.62,324,10,75.0
2024-05-15,Gamma,Day,8.0,6.84,365,14,74.7
2024-05-15,Gamma,Evening,8.0,6.67,393,16,68.1
2024-05-15,Gamma,Night,8.0,6.29,312,13,68.9
2024-05-16,Alpha,Day,8.0,7.85,473,8,89.2
2024-05-16,Alpha,Evening,8.0,7.69,393,8,87.8
2024-05-16,Alpha,Night,8.0,7.27,408,5,93.0
2024-05-16,Beta,Day,8.0,7.35,397,11,63.5
2024-05-16,Beta,Evening,8.0,6.95,409,12,73.2
2024-05-16,Beta,Night,8.0,7.23,345,12,68.1
2024-05-16,Gamma,Day,8.0,6.71,394,15,65.9
2024-05-16,Gamma,Evening,8.0,6.81,409,17,72.5
2024-05-16,Gamma,Night,8.0,7.08,349,17,74.7
2024-05-17,Alpha,Day,8.0,7.83,413,6,72.5
2024-05-17,Alpha,Evening,8.0,7.54,407,8,86.4
2024-05-17,Alpha,Night,8.0,7.5,407,5,85.2
2024-05-17,Beta,Day,8.0,6.88,389,10,80.6
2024-05-17,Beta,Evening,8.0,6.94,352,12,74.7
2024-05-17,Beta,Night,8.0,7.28,372,13,75.8
2024-05-17,Gamma,Day,8.0,6.64,334,15,70.2
2024-05-17,Gamma,Evening,8.0,6.97,406,18,71.5
2024-05-17,Gamma,Night,8.0,6.88,386,14,65.7
2024-05-18,Alpha,Day,8.0,7.39,374,3,88.8
2024-05-18,Alpha,Evening,8.0,7.71,418,7,85.2
2024-05-18,Alpha,Night,8.0,7.0,395,5,87.3
2024-05-18,Beta,Day,8.0,7.24,343,9,76.0
2024-05-18,Beta,Evening,8.0,7.15,362,14,74.8
2024-05-18,Beta,Night,8.0,7.36,419,13,74.3
2024-05-18,Gamma,Day,8.0,6.51,317,16,64.8
2024-05-18,Gamma,Evening,8.0,6.75,364,17,70.8
2024-05-18,Gamma,Night,8.0,6.98,379,17,73.1
2024-05-19,Alpha,Day,8.0,7.63,397,7,92.8
2024-05-19,Alpha,Evening,8.0,7.8,431,6,91.9
2024-05-19,Alpha,Night,8.0,7.97,433,4,87.4
2024-05-19,Beta,Day,8.0,6.92,343,10,72.9
2024-05-19,Beta,Evening,8.0,6.98,343,14,80.8
2024-05-19,Beta,Night,8.0,6.86,356,12,69.5
2024-05-19,Gamma,Day,8.0,6.63,308,13,69.6
2024-05-19,Gamma,Evening,8.0,7.03,423,22,70.3
2024-05-19,Gamma,Night,8.0,6.73,350,14,70.2
2024-05-20,Alpha,Day,8.0,6.97,330,7,83.0
2024-05-20,Alpha,Evening,8.0,6.92,316,5,87.7
2024-05-20,Alpha,Night,8.0,7.92,357,7,90.4
2024-05-20,Beta,Day,8.0,6.85,350,10,74.5
2024-05-20,Beta,Evening,8.0,6.7,343,11,70.8
2024-05-20,Beta,Night,8.0,6.89,355,11,71.9
2024-05-20,Gamma,Day,8.0,6.86,314,13,66.1
2024-05-20,Gamma,Evening,8.0,6.68,356,15,67.3
2024-05-20,Gamma,Night,8.0,6.45,339,15,66.7
2024-05-21,Alpha,Day,8.0,7.94,383,5,84.7
2024-05-21,Alpha,Evening,8.0,7.23,412,5,89.8
2024-05-21,Alpha,Night,8.0,7.75,458,9,87.1
2024-05-21,Beta,Day,8.0,7.2,416,11,69.7
2024-05-21,Beta,Evening,8.0,7.28,431,13,76.0
2024-05-21,Beta,Night,8.0,6.77,371,11,76.2
2024-05-21,Gamma,Day,8.0,7.27,382,17,71.8
2024-05-21,Gamma,Evening,8.0,6.89,352,14,69.1
2024-05-21,Gamma,Night,8.0,6.84,356,15,66.5
2024-05-22,Alpha,Day,8.0,7.7,441,10,87.9
2024-05-22,Alpha,Evening,8.0,8.0,416,10,82.9
2024-05-22,Alpha,Night,8.0,7.82,420,6,87.9
2024-05-22,Beta,Day,8.0,6.85,359,14,75.4
2024-05-22,Beta,Evening,8.0,6.98,357,11,69.4
2024-05-22,Beta,Night,8.0,7.05,414,11,73.5
2024-05-22,Gamma,Day,8.0,7.04,411,22,74.7
2024-05-22,Gamma,Evening,8.0,6.88,410,17,66.6
2024-05-22,Gamma,Night,8.0,7.09,373,14,71.2
2024-05-23,Alpha,Day,8.0,7.44,408,9,90.4
2024-05-23,Alpha,Evening,8.0,7.12,397,5,87.6
2024-05-23,Alpha,Night,8.0,7.65,415,6,81.7
2024-05-23,Beta,Day,8.0,7.01,368,10,77.5
2024-05-23,Beta,Evening,8.0,7.12,398,10,75.3
2024-05-23,Beta,Night,8.0,7.14,387,16,80.4
2024-05-23,Gamma,Day,8.0,7.12,337,16,73.3
2024-05-23,Gamma,Evening,8.0,6.85,335,14,61.2
2024-05-23,Gamma,Night,8.0,6.63,404,17,66.6
2024-05-24,Alpha,Day,8.0,7.45,441,10,90.9
2024-05-24,Alpha,Evening,8.0,7.26,385,5,84.1
2024-05-24,Alpha,Night,8.0,7.14,424,10,83.4
2024-05-24,Beta,Day,8.0,6.71,368,12,69.4
2024-05-24,Beta,Evening,8.0,7.32,452,16,67.5
2024-05-24,Beta,Night,8.0,7.14,341,11,72.8
2024-05-24,Gamma,Day,8.0,6.75,349,18,73.5
2024-05-24,Gamma,Evening,8.0,6.57,318,15,74.8
2024-05-24,Gamma,Night,8.0,6.94,365,14,68.6
2024-05-25,Alpha,Day,8.0,7.5,413,7,84.9
2024-05-25,Alpha,Evening,8.0,7.49,420,6,89.0
2024-05-25,Alpha,Night,8.0,7.66,362,3,88.9
2024-05-25,Beta,Day,8.0,7.27,379,11,78.2
2024-05-25,Beta,Evening,8.0,7.03,338,10,70.4
2024-05-25,Beta,Night,8.0,6.86,347,9,74.5
2024-05-25,Gamma,Day,8.0,6.46,352,16,70.2
2024-05-25,Gamma,Evening,8.0,7.11,359,16,77.1
2024-05-25,Gamma,Night,8.0,6.65,329,14,67.2
2024-05-26,Alpha,Day,8.0,7.84,435,8,93.1
2024-05-26,Alpha,Evening,8.0,7.16,339,8,88.2
2024-05-26,Alpha,Night,8.0,7.42,387,6,86.0
2024-05-26,Beta,Day,8.0,6.69,350,10,74.8
2024-05-26,Beta,Evening,8.0,7.09,401,14,72.5
2024-05-26,Beta,Night,8.0,7.06,376,11,72.6
2024-05-26,Gamma,Day,8.0,6.81,301,14,69.3
2024-05-26,Gamma,Evening,8.0,6.36,358,16,68.5
2024-05-26,Gamma,Night,8.0,7.09,335,11,74.5
2024-05-27,Alpha,Day,8.0,7.86,376,5,89.2
2024-05-27,Alpha,Evening,8.0,7.42,352,7,81.7
2024-05-27,Alpha,Night,8.0,7.01,335,7,90.2
2024-05-27,Beta,Day,8.0,6.93,326,12,77.9
2024-05-27,Beta,Evening,8.0,7.02,372,8,75.9
2024-05-27,Beta,Night,8.0,6.99,361,13,73.5
2024-05-27,Gamma,Day,8.0,6.8,324,14,70.8
2024-05-27,Gamma,Evening,8.0,6.73,321,16,67.6
2024-05-27,Gamma,Night,8.0,6.8,359,14,70.4
2024-05-28,Alpha,Day,8.0,7.63,451,4,88.1
2024-05-28,Alpha,Evening,8.0,7.77,381,8,91.3
2024-05-28,Alpha,Night,8.0,7.08,396,4,87.7
2024-05-28,Beta,Day,8.0,7.02,376,14,74.4
2024-05-28,Beta,Evening,8.0,6.75,349,10,77.6
2024-05-28,Beta,Night,8.0,6.88,390,13,70.9
2024-05-28,Gamma,Day,8.0,6.8,318,14,75.1
2024-05-28,Gamma,Evening,8.0,6.94,390,14,65.4
2024-05-28,Gamma,Night,8.0,6.83,274,14,71.0
2024-05-29,Alpha,Day,8.0,7.62,354,8,81.5
2024-05-29,Alpha,Evening,8.0,7.32,351,6,88.3
2024-05-29,Alpha,Night,8.0,7.34,388,8,84.1
2024-05-29,Beta,Day,8.0,7.01,353,13,70.0
2024-05-29,Beta,Evening,8.0,6.81,363,12,80.4
2024-05-29,Beta,Night,8.0,7.06,338,12,80.9
2024-05-29,Gamma,Day,8.0,6.58,293,9,71.3
2024-05-29,Gamma,Evening,8.0,6.67,338,16,64.3
2024-05-29,Gamma,Night,8.0,7.49,436,21,62.6
2024-05-30,Alpha,Day,8.0,7.21,377,5,88.5
2024-05-30,Alpha,Evening,8.0,7.64,383,7,83.3
2024-05-30,Alpha,Night,8.0,7.01,380,8,87.1
2024-05-30,Beta,Day,8.0,7.2,339,11,78.1
2024-05-30,Beta,Evening,8.0,7.13,386,11,69.9
2024-05-30,Beta,Night,8.0,7.21,368,13,70.5
2024-05-30,Gamma,Day,8.0,6.82,378,15,65.4
2024-05-30,Gamma,Evening,8.0,6.76,339,13,73.5
2024-05-30,Gamma,Night,8.0,7.06,362,18,69.8
2024-05-31,Alpha,Day,8.0,7.72,412,6,86.5
2024-05-31,Alpha,Evening,8.0,6.98,431,2,85.3
2024-05-31,Alpha,Night,8.0,7.48,427,4,86.5
2024-05-31,Beta,Day,8.0,6.94,343,11,74.7
2024-05-31,Beta,Evening,8.0,7.29,347,10,70.1
2024-05-31,Beta,Night,8.0,6.8,346,7,73.9
2024-05-31,Gamma,Day,8.0,6.62,361,14,66.0
2024-05-31,Gamma,Evening,8.0,6.7,326,13,66.4
2024-05-31,Gamma,Night,8.0,6.82,295,14,71.1
2024-06-01,Alpha,Day,8.0,7.81,354,3,84.3
2024-06-01,Alpha,Evening,8.0,7.81,453,6,86.8
2024-06-01,Alpha,Night,8.0,7.6,426,9,88.1
2024-06-01,Beta,Day,8.0,7.65,365,10,75.5
2024-06-01,Beta,Evening,8.0,6.97,365,14,75.0
2024-06-01,Beta,Night,8.0,7.38,392,15,68.8
2024-06-01,Gamma,Day,8.0,6.57,349,13,69.1
2024-06-01,Gamma,Evening,8.0,6.67,355,16,67.9
2024-06-01,Gamma,Night,8.0,6.71,380,17,69.1
2024-06-02,Alpha,Day,8.0,7.68,371,3,86.5
2024-06-02,Alpha,Evening,8.0,8.0,399,8,91.6
2024-06-02,Alpha,Night,8.0,7.45,377,6,87.1
2024-06-02,Beta,Day,8.0,7.38,366,10,66.9
2024-06-02,Beta,Evening,8.0,6.95,370,12,70.6
2024-06-02,Beta,Night,8.0,7.25,404,9,72.7
2024-06-02,Gamma,Day,8.0,6.81,367,19,72.1
2024-06-02,Gamma,Evening,8.0,7.05,423,20,77.1
2024-06-02,Gamma,Night,8.0,6.78,373,15,74.2
2024-06-03,Alpha,Day,8.0,7.42,372,6,99.5
2024-06-03,Alpha,Evening,8.0,7.31,326,6,86.2
2024-06-03,Alpha,Night,8.0,7.92,415,9,79.5
2024-06-03,Beta,Day,8.0,7.13,384,13,72.3
2024-06-03,Beta,Evening,8.0,6.78,332,11,73.2
2024-06-03,Beta,Night,8.0,7.08,394,15,74.2
2024-06-03,Gamma,Day,8.0,6.77,381,19,62.8
2024-06-03,Gamma,Evening,8.0,7.11,383,15,66.9
2024-06-03,Gamma,Night,8.0,7.07,402,18,73.1
2024-06-04,Alpha,Day,8.0,7.8,351,5,90.0
2024-06-04,Alpha,Evening,8.0,7.59,445,7,92.9
2024-06-04,Alpha,Night,8.0,7.38,332,6,81.1
2024-06-04,Beta,Day,8.0,7.03,370,11,77.5
2024-06-04,Beta,Evening,8.0,6.9,308,11,71.4
2024-06-04,Beta,Night,8.0,7.4,425,6,68.7
2024-06-04,Gamma,Day,8.0,6.8,379,18,68.7
2024-06-04,Gamma,Evening,8.0,6.89,373,18,72.7
2024-06-04,Gamma,Night,8.0,6.48,368,14,67.0
2024-06-05,Alpha,Day,8.0,7.33,376,8,88.5
2024-06-05,Alpha,Evening,8.0,7.36,433,11,85.6
2024-06-05,Alpha,Night,8.0,7.45,371,6,78.4
2024-06-05,Beta,Day,8.0,7.15,403,14,82.2
2024-06-05,Beta,Evening,8.0,6.92,354,9,76.4
2024-06-05,Beta,Night,8.0,7.61,380,10,72.5
2024-06-05,Gamma,Day,8.0,6.88,381,15,67.0
2024-06-05,Gamma,Evening,8.0,7.05,342,16,65.8
2024-06-05,Gamma,Night,8.0,6.77,304,13,67.4
2024-06-06,Alpha,Day,8.0,7.39,418,1,88.3
2024-06-06,Alpha,Evening,8.0,7.27,366,4,87.1
2024-06-06,Alpha,Night,8.0,7.23,412,8,87.1
2024-06-06,Beta,Day,8.0,7.04,383,8,73.0
2024-06-06,Beta,Evening,8.0,7.04,404,12,77.1
2024-06-06,Beta,Night,8.0,6.72,322,12,73.3
2024-06-06,Gamma,Day,8.0,6.87,369,16,70.0
2024-06-06,Gamma,Evening,8.0,6.98,372,15,65.8
2024-06-06,Gamma,Night,8.0,6.56,346,17,65.3
2024-06-07,Alpha,Day,8.0,8.0,388,6,91.8
2024-06-07,Alpha,Evening,8.0,7.53,399,6,95.0
2024-06-07,Alpha,Night,8.0,7.7,411,9,87.4
2024-06-07,Beta,Day,8.0,6.85,345,13,70.1
2024-06-07,Beta,Evening,8.0,6.98,364,10,71.6
2024-06-07,Beta,Night,8.0,6.87,393,11,79.5
2024-06-07,Gamma,Day,8.0,6.62,308,13,70.5
2024-06-07,Gamma,Evening,8.0,6.53,311,15,73.4
2024-06-07,Gamma,Night,8.0,6.85,407,22,71.6
2024-06-08,Alpha,Day,8.0,7.77,402,8,86.4
2024-06-08,Alpha,Evening,8.0,7.81,392,6,85.8
2024-06-08,Alpha,Night,8.0,8.0,387,8,83.1
2024-06-08,Beta,Day,8.0,7.48,379,9,68.4
2024-06-08,Beta,Evening,8.0,6.94,369,13,74.1
2024-06-08,Beta,Night,8.0,6.82,383,14,74.1
2024-06-08,Gamma,Day,8.0,6.33,361,14,71.3
2024-06-08,Gamma,Evening,8.0,6.4,338,13,65.4
2024-06-08,Gamma,Night,8.0,6.99,358,16,67.5
2024-06-09,Alpha,Day,8.0,7.58,369,6,92.5
2024-06-09,Alpha,Evening,8.0,7.26,445,6,83.7
2024-06-09,Alpha,Night,8.0,7.18,335,6,87.7
2024-06-09,Beta,Day,8.0,6.88,358,12,77.6
2024-06-09,Beta,Evening,8.0,7.12,368,9,76.9
2024-06-09,Beta,Night,8.0,7.05,348,13,75.5
2024-06-09,Gamma,Day,8.0,7.0,323,12,67.2
2024-06-09,Gamma,Evening,8.0,6.56,324,15,73.6
2024-06-09,Gamma,Night,8.0,6.94,402,19,63.6
2024-06-10,Alpha,Day,8.0,7.35,435,7,91.7
2024-06-10,Alpha,Evening,8.0,7.57,358,9,87.9
2024-06-10,Alpha,Night,8.0,7.05,354,6,84.0
2024-06-10,Beta,Day,8.0,7.62,428,17,74.2
2024-06-10,Beta,Evening,8.0,6.96,367,11,72.7
2024-06-10,Beta,Night,8.0,6.98,364,13,71.8
2024-06-10,Gamma,Day,8.0,6.84,330,13,70.3
2024-06-10,Gamma,Evening,8.0,6.54,296,12,69.2
2024-06-10,Gamma,Night,8.0,6.71,363,16,74.8
2024-06-11,Alpha,Day,8.0,7.9,435,5,86.8
2024-06-11,Alpha,Evening,8.0,7.43,383,6,85.4
2024-06-11,Alpha,Night,8.0,7.73,381,6,93.2
2024-06-11,Beta,Day,8.0,6.86,373,11,73.0
2024-06-11,Beta,Evening,8.0,6.76,374,12,73.8
2024-06-11,Beta,Night,8.0,6.97,398,15,70.1
2024-06-11,Gamma,Day,8.0,6.76,328,13,74.0
2024-06-11,Gamma,Evening,8.0,7.57,384,17,77.9
2024-06-11,Gamma,Night,8.0,6.77,337,16,72.1
2024-06-12,Alpha,Day,8.0,7.39,348,5,88.3
2024-06-12,Alpha,Evening,8.0,7.88,390,7,90.4
2024-06-12,Alpha,Night,8.0,7.65,362,5,84.4
2024-06-12,Beta,Day,8.0,7.43,377,10,70.3
2024-06-12,Beta,Evening,8.0,7.28,380,13,78.5
2024-06-12,Beta,Night,8.0,7.48,423,13,77.7
2024-06-12,Gamma,Day,8.0,6.41,302,13,66.8
2024-06-12,Gamma,Evening,8.0,6.66,355,18,68.0
2024-06-12,Gamma,Night,8.0,6.62,348,19,71.0
2024-06-13,Alpha,Day,8.0,7.85,376,7,83.6
2024-06-13,Alpha,Evening,8.0,6.9,356,1,83.1
2024-06-13,Alpha,Night,8.0,7.66,403,10,86.3
2024-06-13,Beta,Day,8.0,6.77,330,8,72.6
2024-06-13,Beta,Evening,8.0,6.86,303,9,76.4
2024-06-13,Beta,Night,8.0,7.34,405,16,70.6
2024-06-13,Gamma,Day,8.0,6.72,357,13,69.0
2024-06-13,Gamma,Evening,8.0,6.6,334,15,67.5
2024-06-13,Gamma,Night,8.0,6.74,339,15,69.3
2024-06-14,Alpha,Day,8.0,7.95,411,6,85.2
2024-06-14,Alpha,Evening,8.0,7.69,402,9,84.0
2024-06-14,Alpha,Night,8.0,6.94,371,5,89.1
2024-06-14,Beta,Day,8.0,6.67,351,12,67.2
2024-06-14,Beta,Evening,8.0,6.88,320,11,77.8
2024-06-14,Beta,Night,8.0,7.13,399,14,75.4
2024-06-14,Gamma,Day,8.0,7.1,386,16,72.2
2024-06-14,Gamma,Evening,8.0,6.73,404,16,70.3
2024-06-14,Gamma,Night,8.0,6.39,360,16,72.8
2024-06-15,Alpha,Day,8.0,7.53,362,7,87.0
2024-06-15,Alpha,Evening,8.0,7.92,416,9,88.9
2024-06-15,Alpha,Night,8.0,7.75,406,9,80.0
2024-06-15,Beta,Day,8.0,7.56,395,12,73.9
2024-06-15,Beta,Evening,8.0,7.11,365,11,77.5
2024-06-15,Beta,Night,8.0,7.07,420,12,75.3
2024-06-15,Gamma,Day,8.0,6.46,328,13,67.0
2024-06-15,Gamma,Evening,8.0,6.98,329,14,69.7
2024-06-15,Gamma,Night,8.0,6.82,362,17,71.4
2024-06-16,Alpha,Day,8.0,7.58,373,8,87.6
2024-06-16,Alpha,Evening,8.0,7.71,404,8,89.0
2024-06-16,Alpha,Night,8.0,7.9,392,4,84.7
2024-06-16,Beta,Day,8.0,6.72,388,9,71.1
2024-06-16,Beta,Evening,8.0,7.11,368,10,71.0
2024-06-16,Beta,Night,8.0,7.5,405,8,75.8
2024-06-16,Gamma,Day,8.0,7.33,358,15,67.7
2024-06-16,Gamma,Evening,8.0,6.75,388,18,69.7
2024-06-16,Gamma,Night,8.0,6.73,383,14,66.7
2024-06-17,Alpha,Day,8.0,7.67,388,9,89.4
2024-06-17,Alpha,Evening,8.0,7.44,375,4,86.0
2024-06-17,Alpha,Night,8.0,7.32,354,5,93.5
2024-06-17,Beta,Day,8.0,7.0,388,13,73.7
2024-06-17,Beta,Evening,8.0,7.25,421,12,75.3
2024-06-17,Beta,Night,8.0,6.98,356,10,70.7
2024-06-17,Gamma,Day,8.0,6.84,405,19,72.2
2024-06-17,Gamma,Evening,8.0,6.99,390,17,70.1
2024-06-17,Gamma,Night,8.0,6.47,348,15,62.5
2024-06-18,Alpha,Day,8.0,7.41,394,3,96.0
2024-06-18,Alpha,Evening,8.0,7.37,404,11,90.8
2024-06-18,Alpha,Night,8.0,7.48,378,7,92.6
2024-06-18,Beta,Day,8.0,7.28,369,12,71.2
2024-06-18,Beta,Evening,8.0,7.32,392,10,72.5
